pence,afoul,4,5,soare,clint,huffs,afoul,pence
share,swung,3,5,soare,think,share,lippy,swung
magma,blast,3,5,soare,clint,blast,midgy,magma
smelt,color,3,5,soare,clint,color,lemel,smelt
brand,crock,4,5,soare,clint,bipod,brand,crock
penne,willy,3,5,soare,clint,penne,dwell,willy
alike,horde,4,5,soare,gault,necks,alike,horde
twine,dizzy,3,5,soare,clint,twine,fudgy,dizzy
goner,night,4,5,soare,mulct,whang,goner,night
boule,shook,3,5,soare,clump,boule,stown,shook
udder,syrup,4,5,soare,cubit,dynel,syrup,udder
rivet,moldy,4,5,soare,clint,dimly,moldy,rivet
count,gloom,3,5,soare,clint,count,iambi,gloom
artsy,labor,3,5,soare,maron,artsy,vales,labor
drape,aptly,4,5,soare,clint,pudgy,aptly,drape
crave,rebut,4,5,soare,cited,nertz,crave,rebut
daisy,cello,3,5,soare,linty,daisy,hilch,cello
sumac,forty,3,4,soare,punty,sumac,forty
drool,later,3,5,soare,clint,later,pogos,drool
altar,gayly,3,5,soare,clint,altar,debud,gayly
coven,broad,4,5,soare,talon,waked,coven,broad
gouge,slung,3,4,soare,guilt,gouge,slung
youth,smith,4,5,soare,clint,mauby,smith,youth
wryly,false,3,5,soare,clipt,false,dirge,wryly
drunk,valor,3,5,soare,glint,drunk,lemel,valor
spark,siege,4,5,soare,clipt,klong,siege,spark
least,farce,4,5,soare,bulgy,iftar,farce,least
champ,feast,3,4,soare,clift,champ,feast
labor,mania,4,5,soare,tacan,filmy,mania,labor
spawn,gaffe,4,5,soare,clint,puggy,gaffe,spawn
inlay,dairy,3,5,soare,mincy,inlay,dhows,dairy
mauve,woven,3,4,soare,mulct,mauve,woven
gland,cynic,4,5,soare,clint,bandh,gland,cynic
apple,relic,4,6,soare,guilt,paned,relic,lemel,apple
undue,might,4,5,soare,clint,tumid,undue,might
gaunt,gland,4,5,soare,clint,budge,gland,gaunt
circa,avoid,4,5,soare,clint,varia,avoid,circa
miner,smell,5,6,soare,clipt,wifed,rheme,miner,smell
bring,melee,4,5,soare,guilt,bayes,bring,melee
again,breed,3,5,soare,clint,again,fuddy,breed
whelp,humor,5,6,soare,clint,jumby,hedge,humor,whelp
decor,lance,3,5,soare,laten,lance,lemel,decor
dairy,radio,4,5,soare,maron,dhows,dairy,radio
omega,furor,3,5,soare,cutin,omega,iftar,furor
adorn,pubic,3,5,soare,clint,adorn,bayes,pubic
crack,width,4,5,soare,clint,fyked,width,crack
fecal,uncle,3,5,soare,clint,uncle,iftar,fecal
wreck,ember,4,6,soare,tined,pluck,wreck,float,ember
trump,defer,4,5,soare,clint,dumpy,defer,trump
arbor,spank,4,5,soare,clint,abamp,spank,arbor
frock,brawn,4,5,soare,clint,debud,frock,brawn
enema,unfit,4,5,soare,clint,wheep,unfit,enema
guest,solar,3,5,soare,uneth,solar,dirge,guest
llama,gauze,4,5,soare,clint,puggy,gauze,llama
wager,opium,4,6,soare,clint,gybed,opium,smowt,wager
agate,toxin,4,5,soare,clung,toped,agate,toxin
vigil,waltz,4,5,soare,clint,dully,waltz,vigil
envoy,duvet,3,4,soare,denet,duvet,envoy
limit,hotly,4,5,soare,clint,lemel,limit,hotly
depot,threw,3,5,soare,clint,depot,trash,threw
fudge,nasal,3,6,soare,linty,nasal,bedew,iftar,fudge
spike,chose,3,5,soare,clint,chose,lemel,spike
melon,cutie,3,5,soare,clint,cutie,lemel,melon
index,dimly,4,5,soare,clint,midgy,index,dimly
cruel,chill,3,4,soare,clint,cruel,chill
bless,prong,4,5,soare,guilt,woofy,prong,bless
whirl,myrrh,3,4,soare,tichy,whirl,myrrh
group,antic,3,5,soare,clint,antic,dumky,group
scarf,rayon,4,5,soare,manat,hyped,scarf,rayon
chock,payee,4,5,soare,glint,camus,payee,chock
creek,daisy,3,5,soare,linty,daisy,crump,creek
scale,exult,3,5,soare,thilk,scale,smowt,exult
flung,learn,3,5,soare,linty,learn,pucka,flung
small,attic,3,5,soare,clint,attic,smowt,small
wight,shire,3,5,soare,clipt,shire,fawns,wight
rarer,exist,4,6,soare,culet,germy,exist,lippy,rarer
diode,holly,4,6,soare,clint,laldy,diode,faugh,holly
blade,enter,4,6,soare,clipt,dumbo,blade,iftar,enter
chord,koala,3,4,soare,tholi,chord,koala
patch,count,4,5,soare,linty,campo,count,patch
order,pleat,4,6,soare,denet,craal,order,bayes,pleat
spiny,snoop,4,5,soare,clint,spewy,spiny,snoop
great,ninja,4,5,soare,talcy,piing,great,ninja
sprig,grind,3,5,soare,cubit,sprig,lemel,grind
unwed,sloth,3,5,soare,clint,sloth,dweeb,unwed
stash,leave,4,5,soare,clint,mulsh,leave,stash
creep,other,3,5,soare,lited,other,crape,creep
whiny,gassy,4,5,soare,linty,iftar,whiny,gassy
ninny,scene,3,4,soare,clint,ninny,scene
harem,beard,3,4,soare,lathy,harem,beard
genre,inlay,3,5,soare,clint,genre,lemel,inlay
crust,slang,3,4,soare,clipt,crust,slang
easel,built,3,5,soare,linty,easel,squib,built
inbox,other,4,5,soare,clint,dough,inbox,other
fluid,woven,4,5,soare,mulct,finks,fluid,woven
poppy,diner,4,6,soare,clint,dingy,diner,bobol,poppy
among,scoff,4,5,soare,cloot,metif,among,scoff
fairy,guest,4,5,soare,uneth,midgy,fairy,guest
bitty,hefty,4,6,soare,clint,hated,hefty,kbars,bitty
spear,boney,3,4,soare,nymph,boney,spear
raven,harsh,3,6,soare,malty,harsh,gawcy,benis,raven
fleet,guest,4,5,soare,built,grees,fleet,guest
stair,geese,2,4,soare,stair,benis,geese
lymph,squad,4,5,soare,mulct,delly,lymph,squad
curry,cross,3,4,soare,gitch,cross,curry
arose,under,2,4,soare,arose,unlit,under
crass,gamer,3,5,soare,gatch,crass,mozed,gamer
solid,avoid,3,4,soare,blunt,solid,avoid
stash,stain,4,5,soare,thilk,oonts,stash,stain
mercy,slash,3,5,soare,clint,slash,lemel,mercy
chasm,those,3,4,soare,chuts,chasm,those
along,pizza,3,5,soare,clint,along,varia,pizza
dozen,delta,3,4,soare,dynel,dozen,delta
mural,fungi,4,5,soare,clint,dampy,mural,fungi
issue,grasp,3,4,soare,bungs,issue,grasp
rebut,penal,4,5,soare,tiled,bunch,penal,rebut
froth,spear,3,5,soare,punch,spear,bayes,froth
maker,swish,4,5,soare,glint,macks,maker,swish
learn,swath,3,5,soare,clint,learn,smits,swath
suave,nurse,3,5,soare,culti,suave,naira,nurse
caddy,never,4,5,soare,clint,bedew,never,caddy
cobra,tenet,2,4,soare,cobra,tined,tenet
allay,surly,3,5,soare,lytic,surly,lemel,allay
trice,often,3,5,soare,teind,often,pacta,trice
dealt,sleek,3,5,soare,clipt,sleek,lemel,dealt
snuck,tasty,4,5,soare,linty,think,tasty,snuck
vapid,chuck,4,5,soare,clint,maxim,vapid,chuck
recur,flaky,4,5,soare,clint,plyer,flaky,recur
squib,weedy,4,5,soare,clint,debud,squib,weedy
alarm,quasi,3,4,soare,dutch,alarm,quasi
annoy,great,3,5,soare,aglet,great,vying,annoy
viper,swamp,4,6,soare,clint,redip,swamp,varia,viper
mower,alpha,4,5,soare,clint,wimpy,alpha,mower
towel,hunch,4,5,soare,mulct,hoppy,towel,hunch
lucky,brown,4,5,soare,clint,fudgy,lucky,brown
myrrh,igloo,4,5,soare,clint,hilch,igloo,myrrh
sleek,vigil,3,5,soare,clipt,sleek,bawdy,vigil
savvy,flood,4,6,soare,clint,plumb,flood,varia,savvy
slope,poser,3,4,soare,knelt,poser,slope
vigil,royal,3,5,soare,milty,royal,varia,vigil
cedar,hovel,4,6,soare,malty,dweeb,cedar,naira,hovel
farce,flown,3,4,soare,clint,farce,flown
ralph,board,3,4,soare,laith,ralph,board
clink,afoot,4,5,soare,clint,budge,afoot,clink
river,horny,4,6,soare,dicty,plong,horny,ribas,river
manor,bezel,4,6,soare,blind,tryer,manor,varia,bezel
basin,under,3,5,soare,linty,basin,dhows,under
sixty,snail,3,5,soare,thilk,sixty,lemel,snail
lanky,drake,4,5,soare,clint,dumky,lanky,drake
poesy,adore,2,4,soare,adore,lemel,poesy
rayon,mourn,3,4,soare,larnt,mourn,rayon
retch,cocoa,3,5,soare,clint,retch,lemel,cocoa
siren,tuber,3,4,soare,cunit,siren,tuber
touch,repay,3,4,soare,talcy,touch,repay
guest,smote,3,5,soare,uneth,smote,dirge,guest
right,flout,3,5,soare,glint,right,iftar,flout
faith,snake,3,5,soare,clint,snake,lemel,faith
spark,friar,4,5,soare,clipt,bothy,spark,friar
plead,strut,3,4,soare,clept,plead,strut
khaki,blond,3,4,soare,clint,khaki,blond
undid,river,4,6,soare,clint,podgy,undid,ribas,river
fleet,brush,3,5,soare,built,brush,lemel,fleet
covey,drunk,4,5,soare,minty,dirge,drunk,covey
lasso,whine,3,5,soare,guilt,lasso,dhows,whine
sober,chock,3,5,soare,blind,sober,oonts,chock
paper,diver,5,6,soare,tiler,pwned,derry,diver,paper
arena,major,3,5,soare,talar,arena,ravey,major
liege,scrap,3,5,soare,tulip,scrap,dweeb,liege
start,glaze,3,5,soare,kempt,start,gland,glaze
print,ethos,3,4,soare,clipt,ethos,print
slate,bless,3,4,soare,cults,bless,slate
bawdy,savor,2,5,soare,savor,clint,midgy,bawdy
fizzy,trade,4,6,soare,clipt,dying,trade,float,fizzy
wispy,junto,4,5,soare,might,iftar,junto,wispy
gulch,earth,4,5,soare,clint,maths,earth,gulch
piety,cacao,3,5,soare,clint,cacao,lippy,piety
regal,naive,3,5,soare,gault,regal,miner,naive
novel,break,4,6,soare,malty,dweeb,break,naira,novel
mange,stair,2,5,soare,stair,laugh,lemel,mange
plied,pansy,3,4,soare,linty,pansy,plied
radar,repel,4,5,soare,clipt,rayah,repel,radar
valet,elfin,4,5,soare,denet,lippy,valet,elfin
assay,hilly,4,6,soare,linty,famed,assay,dhows,hilly
graze,raise,3,6,soare,trick,raise,gived,lippy,graze
story,sumac,3,5,soare,dault,sumac,bayes,story
tubal,spout,4,5,soare,clint,putti,spout,tubal
skill,noose,4,5,soare,plunk,naira,noose,skill
dingy,lemur,4,5,soare,clint,duper,dingy,lemur
viola,sooty,4,5,soare,blunt,vying,sooty,viola
birth,handy,4,5,soare,clint,hamba,birth,handy
blunt,brave,3,5,soare,clipt,blunt,varia,brave
unfed,kinky,4,6,soare,clint,puddy,kinky,iftar,unfed
globe,umbra,3,5,soare,milch,umbra,bayes,globe
spree,pudgy,3,5,soare,punch,spree,glift,pudgy
squad,thyme,4,5,soare,guilt,bayes,thyme,squad
alike,ovary,2,4,soare,ovary,gault,alike
afoul,treat,3,5,soare,aglet,treat,iftar,afoul
salad,scone,4,5,soare,mulct,naira,salad,scone
snail,tweak,3,5,soare,clint,snail,naira,tweak
coral,alpha,3,5,soare,milty,coral,lemel,alpha
cover,annul,4,5,soare,clint,larva,cover,annul
plait,robot,3,4,soare,clint,plait,robot
rumor,dirty,4,5,soare,guilt,fehme,rumor,dirty
spine,adult,4,5,soare,clint,dhows,adult,spine
ivory,kinky,3,5,soare,linch,ivory,kited,kinky
relax,dance,4,6,soare,gault,mincy,dance,lemel,relax
sauna,fella,3,4,soare,datal,sauna,fella
flake,awake,4,5,soare,glitz,chunk,flake,awake
dunce,lapel,4,5,soare,clint,delph,lapel,dunce
waxen,croup,4,5,soare,clint,wheep,croup,waxen
bluff,meant,3,5,soare,clint,meant,bayes,bluff
crime,bride,4,5,soare,pudic,diets,bride,crime
bongo,found,4,6,soare,culty,bumph,bongo,iftar,found
shock,swing,4,5,soare,clint,punch,swing,shock
papal,graze,4,6,soare,clint,dampy,papal,vying,graze
mauve,elide,3,4,soare,guilt,elide,mauve
growl,motto,4,5,soare,cutin,gloop,growl,motto
igloo,weave,4,5,soare,clint,waugh,igloo,weave
voter,depth,4,5,soare,clint,putty,voter,depth
gnash,unfit,3,5,soare,gulch,gnash,demit,unfit
dying,dried,4,5,soare,clint,gaped,dying,dried
sassy,ninny,5,6,soare,mulct,pandy,vying,ninny,sassy
theme,penne,4,5,soare,guilt,cheep,penne,theme
stump,ranch,3,5,soare,clint,ranch,lippy,stump
bleak,locus,3,5,soare,clint,locus,mozed,bleak
gaudy,caste,3,5,soare,clipt,caste,dungy,gaudy
flame,scowl,4,5,soare,clipt,imbed,scowl,flame
attic,dummy,3,5,soare,clint,attic,podgy,dummy
etude,flash,3,5,soare,gulch,flash,benis,etude
vague,budge,3,5,soare,guilt,vague,bajan,budge
thrum,ramen,4,5,soare,glint,camus,thrum,ramen
ocean,music,3,4,soare,micht,ocean,music
unity,tried,3,4,soare,clint,unity,tried
cream,erase,2,5,soare,erase,ducat,lemel,cream
stool,annoy,3,5,soare,cloot,stool,naira,annoy
fjord,wispy,3,5,soare,mythi,fjord,lippy,wispy
usual,hovel,4,5,soare,minty,bedew,hovel,usual
stomp,fizzy,4,6,soare,clipt,mandi,stomp,float,fizzy
spray,hippy,3,5,soare,punty,spray,lemel,hippy
mulch,condo,4,5,soare,clint,gandy,mulch,condo
bleat,blade,4,6,soare,glent,plumb,bleat,dirge,blade
champ,shove,4,5,soare,clint,pikau,champ,shove
hovel,swore,3,5,soare,tench,hovel,lippy,swore
renew,urine,3,5,soare,putid,urine,twoer,renew
blind,shawl,4,5,soare,clint,dhows,blind,shawl
pence,sting,3,5,soare,guilt,sting,shtup,pence
decor,angst,3,5,soare,intel,angst,yucko,decor
aptly,circa,4,5,soare,clint,total,aptly,circa
fritz,theme,4,5,soare,guilt,freer,theme,fritz
exalt,crypt,3,5,soare,licht,crypt,lemel,exalt
scone,barge,3,5,soare,clunk,scone,lemel,barge
spent,award,3,5,soare,dwelt,award,crape,spent
ebony,wreak,4,6,soare,talcy,boned,ebony,iftar,wreak
visit,karma,4,5,soare,pithy,murly,karma,visit
loamy,world,3,4,soare,lunch,loamy,world
owner,false,4,5,soare,dutch,waled,owner,false
dandy,matey,4,5,soare,clint,huggy,dandy,matey
trust,scoff,4,5,soare,clipt,mulsh,trust,scoff
ozone,forth,4,5,soare,clint,fehme,forth,ozone
pinto,black,3,5,soare,clint,pinto,bayes,black
jolly,widen,4,6,soare,linty,gowds,widen,filch,jolly
chose,brook,3,5,soare,cloot,chose,imbed,brook
pound,learn,3,5,soare,linty,learn,bumph,pound
furry,gloom,4,5,soare,clint,bandh,furry,gloom
pound,trial,3,5,soare,linty,trial,bumph,pound
irate,shank,3,5,soare,clipt,irate,manky,shank
inept,ivory,3,4,soare,tined,inept,ivory
avail,manly,4,5,soare,clint,tanka,manly,avail
shirk,skunk,3,5,soare,thilk,shirk,crape,skunk
album,brick,4,5,soare,clint,bayes,album,brick
breed,queen,4,6,soare,tined,fugle,queen,bayes,breed
medal,flora,3,5,soare,canal,flora,demit,medal
proof,thick,3,5,soare,clint,thick,flump,proof
minor,snaky,4,5,soare,clint,lippy,minor,snaky
salty,mourn,3,4,soare,dault,mourn,salty
civic,butch,4,5,soare,clint,debud,butch,civic
fiber,burst,3,4,soare,built,fiber,burst
broil,credo,4,5,soare,futon,idler,credo,broil
canon,cause,3,5,soare,mulct,cause,naira,canon
buggy,furor,5,6,soare,clint,dumpy,iftar,furor,buggy
smash,valet,3,5,soare,clint,valet,dhows,smash
scary,badly,4,6,soare,clipt,mangy,scary,lemel,badly
using,bosom,3,4,soare,muist,using,bosom
tithe,skier,3,5,soare,tunic,skier,hilch,tithe
copse,seize,3,5,soare,pling,copse,lemel,seize
bobby,unmet,4,6,soare,linty,gombo,unmet,bayes,bobby
soapy,money,2,4,soare,soapy,rhomb,money
valid,gnome,3,5,soare,clint,gnome,lemel,valid
haste,while,4,5,soare,tulip,beech,haste,while
erect,prawn,4,5,soare,clint,debud,erect,prawn
creme,winch,4,5,soare,clipt,forum,winch,creme
bring,quell,4,5,soare,clint,wedge,bring,quell
gassy,jumpy,4,5,soare,linty,dampy,gassy,jumpy
court,spike,3,5,soare,cling,court,lemel,spike
rearm,bless,3,5,soare,butyl,bless,lemel,rearm
swung,lathe,3,5,soare,glint,swung,fitte,lathe
rhino,helix,3,4,soare,clint,rhino,helix
scion,proof,4,5,soare,puton,naira,scion,proof
bobby,abate,4,6,soare,clung,width,abate,dobby,bobby
magma,annoy,4,5,soare,clint,midgy,magma,annoy
reuse,paper,3,5,soare,larnt,reuse,pigmy,paper
rifle,ranch,4,5,soare,pudic,tombs,ranch,rifle
lemur,grace,4,5,soare,cited,plumb,grace,lemur
early,rough,3,4,soare,canty,early,rough
mealy,inept,3,4,soare,linty,inept,mealy
drill,augur,4,5,soare,clint,kedgy,augur,drill
zesty,scare,4,5,soare,uneth,toped,scare,zesty
olden,fleet,3,4,soare,denet,olden,fleet
boule,bible,3,4,soare,guilt,boule,bible
slash,truly,3,4,soare,clint,truly,slash
aroma,druid,4,5,soare,glint,amber,aroma,druid
undid,snare,3,5,soare,pinch,snare,float,undid
cycle,naive,4,5,soare,guilt,lawny,cycle,naive
buxom,jewel,4,5,soare,clint,jembe,buxom,jewel
valor,scion,3,5,soare,acton,scion,lovey,valor
leave,lorry,3,4,soare,almud,lorry,leave
shale,polar,3,5,soare,culty,shale,lemel,polar
deity,agape,4,5,soare,clint,waugh,deity,agape
dally,queen,4,5,soare,clint,dumpy,queen,dally
taste,fishy,3,4,soare,thump,taste,fishy
befit,craft,3,4,soare,clint,craft,befit
trice,fussy,3,5,soare,pitch,trice,mozed,fussy
smock,awoke,3,5,soare,clunk,awoke,smowt,smock
carry,briar,3,5,soare,laich,carry,bayes,briar
chunk,unwed,3,5,soare,clint,chunk,sweet,unwed
offer,shaky,4,5,soare,clint,odism,offer,shaky
forty,scuba,3,5,soare,punty,forty,bayes,scuba
slunk,sleep,3,5,soare,clipt,sleep,vying,slunk
paper,stork,4,6,soare,yacht,gemel,stork,riper,paper
inept,naval,3,5,soare,clint,inept,zinky,naval
wafer,dully,4,7,soare,clint,gybed,dully,parma,varia,wafer
ascot,meter,3,5,soare,tined,ascot,geare,meter
rival,shame,4,5,soare,laith,vamps,shame,rival
wheel,shalt,3,4,soare,clint,shalt,wheel
mercy,tonic,3,5,soare,clint,tonic,yucko,mercy
golly,upper,4,5,soare,clint,fudgy,upper,golly
slung,adept,4,5,soare,clint,dirge,adept,slung
wrong,alone,3,5,soare,bundt,alone,lippy,wrong
matey,kayak,4,5,soare,clint,dogma,matey,kayak
fluff,savvy,4,6,soare,mulct,inspo,savvy,bayes,fluff
smell,woman,4,6,soare,clipt,hamal,smell,naira,woman
plier,toxic,4,5,soare,clint,lippy,toxic,plier
jumpy,click,4,6,soare,clint,kempy,click,dirge,jumpy
glass,freer,4,6,soare,clint,fyked,glass,sweet,freer
verge,spunk,3,5,soare,clipt,spunk,vying,verge
unzip,stomp,4,5,soare,clipt,oonts,stomp,unzip
smite,bless,4,5,soare,clipt,squib,smite,bless
prose,exile,2,5,soare,prose,guilt,lemel,exile
groom,spice,3,5,soare,clint,spice,hamba,groom
wight,whole,3,4,soare,clint,whole,wight
bring,gland,4,5,soare,clint,byked,gland,bring
etude,agape,4,5,soare,glint,huggy,etude,agape
rebel,idiot,3,5,soare,clint,idiot,bever,rebel
prism,plane,3,4,soare,clipt,prism,plane
curvy,scamp,4,5,soare,clint,plumb,scamp,curvy
corer,daddy,4,6,soare,clint,wordy,corer,dirge,daddy
polka,ralph,3,4,soare,dital,polka,ralph
giddy,weedy,4,5,soare,clint,fudgy,giddy,weedy
undid,psalm,4,5,soare,gulch,demit,psalm,undid
valve,bushy,3,5,soare,hilum,valve,bayes,bushy
dairy,bloke,4,5,soare,milch,budge,bloke,dairy
twixt,awoke,4,5,soare,lindy,chawk,awoke,twixt
annul,honey,4,5,soare,minty,bayes,honey,annul
purse,olden,3,5,soare,lento,olden,lippy,purse
bride,drama,4,5,soare,clipt,aband,bride,drama
knave,syrup,3,6,soare,blimp,syrup,hedge,naira,knave
tamer,throw,4,6,soare,clint,batch,throw,pikau,tamer
spark,clock,4,5,soare,clint,khuds,spark,clock
brink,wheat,4,5,soare,clint,byked,wheat,brink
scout,uncle,3,4,soare,clint,scout,uncle
tweet,fussy,4,6,soare,light,demic,fussy,lemel,tweet
crier,blend,3,5,soare,tined,blend,iftar,crier
sushi,parse,3,4,soare,ahint,sushi,parse
chute,bongo,3,5,soare,culti,chute,goods,bongo
abase,loamy,3,4,soare,leuch,abase,loamy
tubal,tuber,4,5,soare,clint,tutty,tubal,tuber
donut,polka,3,5,soare,linty,donut,varia,polka
eaten,champ,4,5,soare,clint,iftar,champ,eaten
lurch,snore,3,4,soare,nicht,lurch,snore
jelly,spark,3,5,soare,thilk,spark,brews,jelly
sally,these,3,5,soare,nutsy,these,pilao,sally
flute,gamer,3,5,soare,glint,flute,mozed,gamer
whoop,twist,3,4,soare,might,twist,whoop
tatty,stony,3,6,soare,clint,stony,bufty,lippy,tatty
after,grape,4,5,soare,gatch,plaza,after,grape
mange,guess,3,4,soare,built,guess,mange
world,freed,4,5,soare,dicty,budge,freed,world
labor,flash,3,4,soare,lanch,flash,labor
gavel,meter,4,5,soare,tiled,genom,meter,gavel
unfit,billy,4,6,soare,clint,midis,unfit,dhows,billy
verge,rarer,4,6,soare,clipt,vegan,verge,lemel,rarer
cease,ingot,3,5,soare,blunt,ingot,hilch,cease
bluff,craft,3,5,soare,clint,craft,bayes,bluff
blurt,shank,3,5,soare,thilk,blurt,naira,shank
limbo,spiny,4,5,soare,clint,dough,limbo,spiny
royal,gouge,3,5,soare,mulga,gouge,bayes,royal
adept,vigor,4,5,soare,clint,rigid,vigor,adept
abhor,fugue,4,6,soare,glint,demob,fugue,crape,abhor
hyper,abase,3,5,soare,licht,hyper,bayes,abase
penne,avert,3,5,soare,guilt,avert,filch,penne
druid,humph,4,5,soare,clint,podgy,druid,humph
mafia,smart,4,5,soare,clipt,atman,mafia,smart
ocean,write,3,6,soare,cuing,ocean,depth,smowt,write
badly,today,4,5,soare,clint,dampy,today,badly
geeky,newly,4,5,soare,denet,brith,newly,geeky
belch,lousy,3,5,soare,clint,lousy,bayes,belch
queer,chafe,3,5,soare,clipt,chafe,dungy,queer
gazer,graze,4,5,soare,gatch,mozed,gazer,graze
rusty,cycle,3,4,soare,built,cycle,rusty
spurn,trade,3,5,soare,thick,trade,lemel,spurn
islet,dusky,4,5,soare,musth,iftar,dusky,islet
spurn,epoch,3,4,soare,mulct,epoch,spurn
minus,lousy,3,4,soare,muist,lousy,minus
hitch,adapt,3,5,soare,clint,adapt,hilch,hitch
seize,drove,4,6,soare,pling,bufty,seize,lemel,drove
snuck,retry,3,4,soare,clint,retry,snuck
marsh,rivet,4,5,soare,putid,smowt,rivet,marsh
ocean,adage,3,5,soare,clung,ocean,toped,adage
harpy,broom,4,6,soare,cutin,pygal,harpy,mozed,broom
route,imply,3,5,soare,gulch,route,bipod,imply
charm,older,3,5,soare,dutch,charm,trail,older
robot,debug,4,5,soare,linty,merer,robot,debug
hippy,scree,3,4,soare,punch,scree,hippy
tiger,plead,3,5,soare,tiled,plead,lemel,tiger
rinse,sharp,3,5,soare,thunk,rinse,lippy,sharp
float,drawl,4,5,soare,clint,abaft,float,drawl
torso,greed,3,6,soare,recut,torso,fiend,bayes,greed
snort,stake,3,5,soare,thunk,snort,yucko,stake
glint,unwed,4,5,soare,clint,fyked,glint,unwed
human,forth,3,5,soare,minty,human,iftar,forth
showy,gaunt,4,5,soare,clint,hedgy,showy,gaunt
smash,shade,4,5,soare,thilk,umped,smash,shade
chief,seven,4,5,soare,inlet,chyme,seven,chief
equal,guppy,4,5,soare,clint,degum,guppy,equal
stair,macaw,2,5,soare,stair,nabla,smowt,macaw
purge,cyber,4,6,soare,putid,fever,purge,bayes,cyber
chard,voice,3,4,soare,lucid,chard,voice
women,cavil,3,5,soare,minty,women,fatal,cavil
badge,vapor,4,5,soare,balun,vomit,vapor,badge
piggy,robot,4,6,soare,minty,blech,robot,fondu,piggy
least,rower,3,5,soare,wetly,least,campo,rower
niece,circa,4,5,soare,culti,mincy,niece,circa
march,hatch,3,5,soare,clint,march,howbe,hatch
covey,scarf,4,5,soare,meynt,pucka,scarf,covey
gauge,swirl,3,5,soare,light,swirl,budge,gauge
earth,blink,4,5,soare,clint,waked,earth,blink
aorta,novel,3,5,soare,milty,aorta,viand,novel
moist,about,3,5,soare,blunt,about,mulsh,moist
macho,loyal,4,5,soare,clint,lemel,macho,loyal
parry,barge,3,5,soare,larch,barge,lemel,parry
villa,mince,4,5,soare,clint,newed,mince,villa
swore,dutch,4,5,soare,pinch,demit,swore,dutch
croak,moldy,4,6,soare,linty,dawah,croak,lemel,moldy
usurp,brush,2,4,soare,usurp,cutto,brush
clung,gleam,3,4,soare,clint,clung,gleam
cinch,plait,3,4,soare,clint,plait,cinch
rearm,jumbo,4,5,soare,blunt,gandy,jumbo,rearm
cloth,furry,3,4,soare,clint,cloth,furry
naive,fully,5,6,soare,mulct,gibli,woofy,fully,naive
knelt,iliac,3,4,soare,clint,iliac,knelt
level,cacti,3,5,soare,clint,cacti,bedew,level
handy,spelt,3,5,soare,clipt,spelt,dungy,handy
corer,brass,4,5,soare,witch,burps,corer,brass
adorn,vista,3,4,soare,canty,adorn,vista
field,waxen,4,5,soare,denet,alway,waxen,field
prone,lowly,4,6,soare,bundt,glyph,prone,woofy,lowly
false,brine,4,5,soare,pitch,dumbo,false,brine
gouge,swore,3,5,soare,ginch,gouge,smowt,swore
broom,spool,4,6,soare,puton,flick,spool,dirge,broom
eerie,crown,3,5,soare,putid,eerie,cling,crown
spawn,beach,4,5,soare,thilk,spewy,beach,spawn
